user_id,date,complete_response,age_bucket,age,age_gen,education,ethnicity,gender,children,hh_size,income,job_ref,marital_status,postal_code,census_division,census_region,state,urbanicity,demo_weight,any_shock,n_shock,lshock_type,lshock_size,lshock_size_imputed,lshock_paid_3m,lshock_amt_paid_3m,lshock_paid_csacct,lshock_paid_retacct,lshock_paid_ccard_sm,lshock_paid_ccard_mm,lshock_paid_ffloan,lshock_paid_pdloan,lshock_paid_bloan,lshock_paid_heloc,lshock_paid_redspend,lshock_paid_mispay,lshock_paid_incinc,lshock_paid_solbel,lshock_paid_dk,lshock_paid_other,lshock_hh_inc,lshock_hh_inc_imputed,lshock_month,lshock_month_imputed,lshock_pred,lshock_prev,hh_liquidity,hh_emergency_fund,hh_credit,hh_credit_score,other_shocks,other_shock_totsize,pastdue_lcc_6m,pastdue_rm_6m,collections_6m,utility_cutoff_6m,repo_notice_6m,eviction_notice_6m,no_adverse_outcome_6m,hh_inc_oct25,hh_inc_oct25_imputed,hh_liquidity_oct25,hh_emergency_fund_oct25,hh_credit_score_oct25,pastdue_lcc_oct25,pastdue_rm_oct25,collections_oct25,utility_cutoff_oct25,repo_notice_oct25,eviction_notice_oct25,no_adverse_outcome_oct25,shock_forecast,lshock_hh_inc_annual,lshock_hh_inc_bin_annual,lshock_hh_inc_conflict
5217650,2026-03-20,1,65+,79,Boomers+ [< 1965],2 year College Degree,White/Caucasian,Female,0,2,$60k-80k,84538,Married,30606,South Atlantic,South,NA,Suburban,0.9992379983,1,2 times,Funeral/Burial expenses,1500,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,2025-12-01,0,Likely (75% chance),0,"More than $50,000",4 months,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,36000,$20k-40k,Underreported monthly
2355120,2026-03-20,1,35-44,39,Millennials [1982-1995],2 year College Degree,White/Caucasian,Female,1,3,$80k-100k,84538,Married,37641,East South Central,South,NA,Rural,0.5644462099,1,3 times,Utility bill increase,567,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2025-02-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8228709,2026-03-20,1,55-64,58,Gen X [1965-1981],Some Graduate School,White/Caucasian,Female,0,4,$125k +,84538,Married,32011,South Atlantic,South,NA,Suburban,0.4568167165,1,1 time,Vehicle repair/replacement,7500,0,Partially paid within 3 months,About 100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,2025-11-01,0,Unlikely (25% chance),0,"$20,000 - $50,000",3 months,Sufficient credit,780-850,1,500,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,120000,$100k-125k,Underreported monthly
8303773,2026-03-20,1,55-64,62,Boomers+ [< 1965],High School/GED,White/Caucasian,Female,0,1,- $20k,84538,Divorced,85381,Mountain,West,NA,Urban,NA,1,3 times,Medical/Dental expenses,1500,0,Partially paid within 3 months,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-01,0,Unlikely (25% chance),0,"$2,500 - $5,000",3 months,Insufficient credit,660-720,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0,- $20k,No conflict
7156508,2026-03-20,1,65+,66,Boomers+ [< 1965],Some College or university,White/Caucasian,Female,0,2,$60k-80k,84538,Married,2771,New England,Northeast,NA,Suburban,1.322582811,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53000,0,"More than $50,000",More than 12 months,780-850,0,0,0,0,0,0,1,0.1,NA,NA,NA
7160363,2026-03-20,1,55-64,56,Gen X [1965-1981],4 year College Degree,White/Caucasian,Female,0,2,$125k +,84538,Married,75407,West South Central,South,NA,Suburban,1.505846642,1,2 times,Home/Appliance repair,21000,0,Not paid at all within 3 months,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,2025-01-01,0,Impossible (0% chance),0,"$1,000 - $2,500",Less than 1 month,Insufficient credit,540-600,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,120000,$100k-125k,Underreported monthly
8349163,2026-03-20,1,55-64,61,Gen X [1965-1981],4 year College Degree,Black or African American,Female,0,1,$80k-100k,84538,Never married,37128,East South Central,South,NA,Suburban,1.835197871,1,2 times,Utility bill increase,500,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,1,2026-01-01,0,Impossible (0% chance),0,"$1,000 - $2,500",3 months,No credit,NA,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,15000,- $20k,Underreported monthly
5497817,2026-03-20,1,45-54,53,Gen X [1965-1981],Trade/Technical Degree,White/Caucasian,Female,1,3,$40k-60k,84538,Married,15122,Mid-Atlantic,Northeast,NA,Suburban,NA,1,1 time,Home/Appliance repair,600,0,Paid in full within 3 months,100%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2200,0,NA,1,Equally likely and unlikely(50% chance),0,"$7,500 - $10,000",3 months,Sufficient credit,660-720,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,26400,$20k-40k,Underreported monthly
423404,2026-03-20,1,55-64,58,Gen X [1965-1981],2 year College Degree,White/Caucasian,Male,0,1,$80k-100k,84538,Never married,48030,East North Central,Midwest,NA,Urban,2.927087507,1,4 times,Vehicle repair/replacement,6400,0,Partially paid within 3 months,About 0%,1,0,0,1,0,0,0,0,1,0,1,1,0,0,25000,0,2025-04-01,0,Likely (75% chance),0,"$2,500 - $5,000",1 month,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,300000,$125k +,Overreported monthly
598062,2026-03-20,1,65+,66,Boomers+ [< 1965],High School/GED,White/Caucasian,Female,0,1,- $20k,84538,Divorced,65259,West North Central,Midwest,NA,Rural,1.647265236,1,2 times,Home/Appliance repair,699,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,750,1,2025-08-01,0,Equally likely and unlikely(50% chance),0,$100 - $500,2 months,Insufficient credit,720-780,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,9000,- $20k,No conflict
4505393,2026-03-20,1,65+,73,Boomers+ [< 1965],High School/GED,White/Caucasian,Female,0,2,$80k-100k,84538,Married,17050,Mid-Atlantic,Northeast,NA,Suburban,1.272408745,1,2 times,Vehicle repair/replacement,1290,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,2025-12-01,0,Impossible (0% chance),0,NA,3 months,Sufficient credit,NA,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30000,$20k-40k,Underreported monthly
8800062,2026-03-20,1,45-54,47,Gen X [1965-1981],Trade/Technical Degree,White/Caucasian,Female,1,3,- $20k,84538,Living with partner,54848,East North Central,Midwest,NA,Rural,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Less than 1 month,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
1677586,2026-03-20,1,65+,80,Boomers+ [< 1965],Some College or university,White/Caucasian,Female,0,1,- $20k,84538,Widower,33484,South Atlantic,South,NA,Urban,1.263994473,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,780-850,0,0,0,0,0,0,1,0.5,NA,NA,NA
5936009,2026-03-20,1,65+,78,Boomers+ [< 1965],High School/GED,White/Caucasian,Female,0,2,$20k-40k,84538,Married,28328,South Atlantic,South,NA,Rural,0.415004624,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,$0 - $100,1 month,NA,0,0,0,0,0,0,1,0.1,NA,NA,NA
8332050,2026-03-20,1,55-64,56,Gen X [1965-1981],High School/GED,White/Caucasian,Male,0,2,$125k +,84538,Married,32459,South Atlantic,South,NA,Rural,1.571039559,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,780-850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8173391,2026-03-20,1,35-44,44,Millennials [1982-1995],2 year College Degree,White/Caucasian,Female,0,1,- $20k,84538,Never married,44130,East North Central,Midwest,NA,Urban,0.5619906846,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,0,"$20,000 - $50,000",More than 12 months,780-850,1,0,0,0,0,0,0,0,NA,NA,NA
6925178,2026-03-20,1,65+,73,Boomers+ [< 1965],Some College or university,White/Caucasian,Male,0,1,$20k-40k,84538,Widower,28364,South Atlantic,South,NA,Rural,4.568967497,1,2 times,Medical/Dental expenses,515,0,Partially paid within 3 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000,0,2025-10-01,0,Equally likely and unlikely(50% chance),0,$100 - $500,Less than 1 month,No credit,600-660,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,36000,$20k-40k,No conflict
2819353,2026-03-20,1,35-44,40,Millennials [1982-1995],2 year College Degree,White/Caucasian,Male,0,5,$60k-80k,84538,Widower,15301,Mid-Atlantic,Northeast,NA,Suburban,0.3511701035,1,3 times,Veterinary/Pet care expenses,2800,0,Partially paid within 3 months,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2500,1,2025-08-01,0,Equally likely and unlikely(50% chance),1,"$5,000 - $7,500",2 months,Insufficient credit,600-660,0,NA,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,30000,$20k-40k,Underreported monthly
5882697,2026-03-20,1,35-44,35,Millennials [1982-1995],4 year College Degree,White/Caucasian,Male,0,1,$40k-60k,84538,Never married,15211,Mid-Atlantic,Northeast,NA,Urban,3.67028756,1,2 times,Vehicle repair/replacement,600,1,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,750,1,2025-02-01,0,Unlikely (25% chance),1,"$500 - $1,000",2 months,No credit,600-660,0,NA,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,9000,- $20k,Underreported monthly
1295891,2026-03-20,1,55-64,61,Gen X [1965-1981],Trade/Technical Degree,Black or African American,Female,0,3,$125k +,84538,Divorced,23518,South Atlantic,South,NA,Urban,1.948054601,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6250,0,NA,More than 12 months,720-780,0,0,0,0,0,0,1,NA,NA,NA,NA
8332200,2026-03-20,1,45-54,47,Gen X [1965-1981],2 year College Degree,Black or African American,Female,0,2,$60k-80k,84538,Never married,33569,South Atlantic,South,NA,Suburban,0.6337949981,1,2 times,Rent increase,150,1,Paid in full within 3 months,100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,250,1,2025-04-01,0,Unlikely (25% chance),1,$0 - $100,1 month,Insufficient credit,780-850,0,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3000,- $20k,Underreported monthly
3921929,2026-03-20,1,65+,67,Boomers+ [< 1965],Some College or university,Black or African American,Female,0,2,$20k-40k,84538,Married,75165,West South Central,South,NA,Suburban,0.9098127971,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,0,$0 - $100,NA,540-600,0,0,0,0,0,0,1,0,NA,NA,NA
6818658,2026-03-20,1,65+,66,Boomers+ [< 1965],4 year College Degree,White/Caucasian,Male,0,2,$125k +,84538,Married,65630,West North Central,Midwest,NA,Rural,2.034332815,1,1 time,Vehicle repair/replacement,5500,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,1,2025-01-01,0,NA,0,"$20,000 - $50,000",1 month,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,210000,$125k +,No conflict
1697112,2026-03-20,1,65+,66,Boomers+ [< 1965],Graduate Degree,White/Caucasian,Female,0,2,$125k +,84538,Married,85338,Mountain,West,NA,Suburban,4.393819432,1,4 times,Home/Appliance repair,8000,0,Partially paid within 3 months,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,2025-10-01,0,Likely (75% chance),0,"More than $50,000",More than 12 months,Sufficient credit,720-780,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,192000,$125k +,No conflict
1261336,2026-03-20,1,65+,72,Boomers+ [< 1965],Some College or university,White/Caucasian,Female,0,1,- $20k,84538,Never married,55113,West North Central,Midwest,NA,Urban,0.7039955773,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,1,NA,More than 12 months,NA,0,0,0,0,0,0,1,0.1,NA,NA,NA
8180283,2026-03-20,1,25-34,25,Gen Z [> 1995],Graduate Degree,White/Caucasian,Female,1,2,- $20k,84538,Never married,6354,New England,Northeast,NA,Rural,0.9852767337,1,3 times,Vehicle repair/replacement,1300,0,Paid in full within 3 months,100%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3600,0,2025-03-01,0,Impossible (0% chance),0,$100 - $500,Less than 1 month,Sufficient credit,720-780,0,NA,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43200,$40k-60k,Overreported monthly
7665605,2026-03-20,1,65+,79,Boomers+ [< 1965],2 year College Degree,White/Caucasian,Female,0,3,$40k-60k,84538,Widower,27332,South Atlantic,South,NA,Rural,0.3611717267,1,2 times,Vehicle repair/replacement,30000,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,0,2025-09-01,0,Unlikely (25% chance),0,NA,NA,Insufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,44400,$40k-60k,No conflict
5609477,2026-03-20,1,65+,68,Boomers+ [< 1965],2 year College Degree,White/Caucasian,Female,0,2,$20k-40k,84538,Married,27712,South Atlantic,South,NA,Suburban,0.8510646041,1,1 time,Home/Appliance repair,850,1,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3989,0,2025-10-01,0,Impossible (0% chance),0,NA,6 months,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,47868,$40k-60k,Overreported monthly
792350,2026-03-20,1,35-44,40,Millennials [1982-1995],4 year College Degree,White/Caucasian,Female,0,2,$100k-125k,84538,Married,62040,East North Central,Midwest,NA,Suburban,0.5348638853,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,0,NA,12 months,720-780,0,0,0,0,0,0,1,0.3,NA,NA,NA
7861129,2026-03-20,1,35-44,35,Millennials [1982-1995],Graduate Degree,White/Caucasian,Female,0,2,$60k-80k,84538,Married,16630,Mid-Atlantic,Northeast,NA,Rural,0.8938104147,1,1 time,Utility bill increase,200,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,2025-08-01,0,Impossible (0% chance),0,NA,2 months,Sufficient credit,720-780,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,36000,$20k-40k,Underreported monthly
8528723,2026-03-20,1,65+,66,Boomers+ [< 1965],4 year College Degree,Black or African American,Female,0,NA,$80k-100k,84538,Divorced,38654,East South Central,South,NA,Suburban,0.8250838835,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,NA
7633994,2026-03-20,1,65+,68,Boomers+ [< 1965],Some College or university,White/Caucasian,Female,0,2,$20k-40k,84538,Divorced,8402,Mid-Atlantic,Northeast,NA,Suburban,0.8960411668,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,1,"$2,500 - $5,000",1 month,540-600,0,0,0,0,0,0,1,0.2,NA,NA,NA
7791366,2026-03-20,1,25-34,31,Millennials [1982-1995],4 year College Degree,White/Caucasian,Female,0,2,$40k-60k,84538,Never married,33436,South Atlantic,South,NA,Urban,0.6952196857,1,1 time,Moving/Relocation costs,38000,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,0,2025-12-01,0,Likely (75% chance),0,NA,6 months,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,44400,$40k-60k,No conflict
8844956,2026-03-20,1,65+,77,Boomers+ [< 1965],Some College or university,White/Caucasian,Female,0,2,$80k-100k,84538,Living with partner,29576,South Atlantic,South,NA,Suburban,1.208540505,1,2 times,Home/Appliance repair,7000,0,Partially paid within 3 months,About 75%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8000,0,2025-02-01,0,Impossible (0% chance),0,"More than $50,000",11 months,Sufficient credit,780-850,1,10,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96000,$80k-100k,No conflict
1738188,2026-03-20,1,35-44,44,Millennials [1982-1995],4 year College Degree,Black or African American,Female,1,2,$40k-60k,84538,Never married,63801,West North Central,Midwest,NA,Rural,0.9681213076,1,1 time,Utility bill increase,100,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2025-08-01,0,Unlikely (25% chance),1,$0 - $100,1 month,Insufficient credit,720-780,0,NA,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA
8051911,2026-03-20,1,35-44,44,Millennials [1982-1995],Graduate Degree,White/Caucasian,Female,0,3,$100k-125k,84538,Never married,95747,Pacific,West,NA,Suburban,NA,1,3 times,Veterinary/Pet care expenses,775,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5600,0,2026-02-01,0,Likely (75% chance),0,"$2,500 - $5,000",Less than 1 month,Sufficient credit,660-720,1,300,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67200,$60k-80k,Underreported monthly
2910355,2026-03-20,1,65+,70,Boomers+ [< 1965],High School/GED,White/Caucasian,Female,0,2,$20k-40k,84538,Married,17331,Mid-Atlantic,Northeast,NA,Suburban,0.408108299,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,1,NA,NA,720-780,0,0,0,0,0,0,1,0,NA,NA,NA
7416961,2026-03-20,1,55-64,58,Gen X [1965-1981],4 year College Degree,White/Caucasian,Female,0,2,- $20k,84538,Never married,74110,West South Central,South,NA,Urban,0.4092379372,1,1 time,Vehicle repair/replacement,675,0,Partially paid within 3 months,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1182,0,2025-02-01,0,Equally likely and unlikely(50% chance),0,$0 - $100,Less than 1 month,Sufficient credit,660-720,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,14184,- $20k,No conflict
7770377,2026-03-20,1,65+,77,Boomers+ [< 1965],4 year College Degree,White/Caucasian,Female,0,1,$40k-60k,84538,Widower,34698,South Atlantic,South,NA,Urban,1.448139921,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,0,"$10,000 - $20,000",6 months,780-850,0,0,0,0,0,0,1,0,NA,NA,NA
3260658,2026-03-20,1,45-54,46,Gen X [1965-1981],High School/GED,Hispanic/Latino,Male,0,1,$60k-80k,84538,Divorced,11434,Mid-Atlantic,Northeast,NA,Urban,1.465424353,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200,0,NA,1 month,720-780,0,0,0,0,0,0,1,0.1,NA,NA,NA
7221200,2026-03-20,1,65+,77,Boomers+ [< 1965],Some Graduate School,White/Caucasian,Female,0,2,$100k-125k,84538,Married,30253,South Atlantic,South,NA,Suburban,0.5504383372,1,3 times,Home/Appliance repair,650,0,Paid in full within 3 months,100%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7900,0,2025-07-01,0,Impossible (0% chance),0,"$20,000 - $50,000",1 month,Sufficient credit,780-850,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,94800,$80k-100k,Underreported monthly
3069157,2026-03-20,1,65+,67,Boomers+ [< 1965],2 year College Degree,White/Caucasian,Female,0,2,$40k-60k,84538,Married,60417,East North Central,Midwest,NA,Suburban,0.9793188601,1,1 time,Home/Appliance repair,750,0,Partially paid within 3 months,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,2025-01-01,0,Unlikely (25% chance),0,"$1,000 - $2,500",1 month,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,36000,$20k-40k,Underreported monthly
3095542,2026-03-20,1,65+,68,Boomers+ [< 1965],Trade/Technical Degree,White/Caucasian,Female,0,2,$100k-125k,84538,Married,55066,West North Central,Midwest,NA,Rural,0.7173432768,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,NA
1069781,2026-03-20,1,55-64,61,Gen X [1965-1981],Graduate Degree,White/Caucasian,Female,0,2,$80k-100k,84538,Married,37095,East South Central,South,NA,Rural,0.6301219832,1,1 time,Vehicle repair/replacement,785,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3920,0,2025-08-01,0,Equally likely and unlikely(50% chance),0,"$7,500 - $10,000",2 months,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,47040,$40k-60k,Underreported monthly
3058728,2026-03-20,1,55-64,62,Boomers+ [< 1965],High School/GED,White/Caucasian,Female,0,3,$20k-40k,84538,Married,49657,East North Central,Midwest,NA,Rural,0.3720803548,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,0,NA,More than 12 months,780-850,0,0,0,0,0,0,1,0.1,NA,NA,NA
5033665,2026-03-20,1,25-34,34,Millennials [1982-1995],High School/GED,Hispanic/Latino,Female,1,5,$40k-60k,84538,Living with partner,95776,Pacific,West,NA,Suburban,0.5031852391,1,3 times,Rent increase,2000,0,Partially paid within 3 months,About 50%,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2000,0,2025-09-01,0,Equally likely and unlikely(50% chance),0,"$5,000 - $7,500",4 months,Insufficient credit,540-600,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,24000,$20k-40k,Underreported monthly
6516853,2026-03-20,1,45-54,52,Gen X [1965-1981],High School/GED,White/Caucasian,Female,0,2,$60k-80k,84538,Married,13036,Mid-Atlantic,Northeast,NA,Rural,NA,1,2 times,Vehicle repair/replacement,499,0,Not paid at all within 3 months,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,1,2025-08-01,0,Equally likely and unlikely(50% chance),0,"$500 - $1,000",1 month,No credit,660-720,1,200,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,150000,$125k +,Overreported monthly
9066983,2026-03-20,1,65+,65,Boomers+ [< 1965],4 year College Degree,Black or African American,Female,0,2,$20k-40k,84538,Widower,35118,East South Central,South,NA,Suburban,1.826163523,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2750,0,"$2,500 - $5,000",1 month,660-720,0,0,1,0,0,0,0,0.1,NA,NA,NA
4538191,2026-03-20,1,35-44,40,Millennials [1982-1995],High School/GED,Hispanic/Latino,Female,1,5,- $20k,84538,Never married,77080,West South Central,South,NA,Urban,0.3829548506,1,2 times,Funeral/Burial expenses,20000,0,Not paid at all within 3 months,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,2025-02-01,0,Impossible (0% chance),0,$0 - $100,Less than 1 month,Insufficient credit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,24000,$20k-40k,Overreported monthly
